District,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
0.0,0,3,158043500.0,164.0,130,20,3.23430256512,12,1.0,1.0,1.0,1.0,5,13,0.0
0.0,1,1,11118000.0,43.6,15.4,15.6,2.84302385803,10,1.0,1.0,0.0,1.0,2,19,1.0
0.0,2,3,93000000.0,142.0,66.8,12.1,3.08325654106,2,1.0,1.0,0.0,1.0,3,7,0.0
0.0,3,1,4814581.0,17.3,17.3,nan,4.9250390096,5,1.0,1.0,0.0,0.0,2,6,0.0
0.0,4,1,4814581.0,17.3,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,2,5,0.0
0.0,5,1,5377566.0,18.3,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,5,5,0.0
0.0,6,1,5377566.0,18.3,18.3,nan,4.87975110823,6,1.0,0.0,0.0,0.0,5,nan,1.0
0.0,7,1,5496232.0,23.7,23.7,nan,4.9250390096,5,1.0,1.0,0.0,0.0,2,6,0.0
0.0,8,1,5500000.0,32.0,20,7,5.11663354213,4,1.0,0.0,1.0,0.0,1,9,0.0
0.0,9,1,5850000.0,29.0,15.6,5.5,7.41112360176,5,0.0,1.0,1.0,1.0,3,5,0.0
0.0,10,1,5999000.0,30.0,16,6,7.41112360176,nan,nan,1.0,1.0,1.0,3,5,0.0
0.0,11,1,6000000.0,35.0,20,10,7.35290614231,13,1.0,0.0,0.0,0.0,1,12,0.0
0.0,12,1,6100000.0,36.0,20,10,5.00658237883,10,1.0,0.0,1.0,1.0,12,12,0.0
0.0,13,1,6200000.0,37.4,20,9.6,6.12837044351,10,1.0,0.0,0.0,1.0,1,1,0.0
0.0,14,1,6258687.0,25.5,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,4,4,0.0
0.0,15,1,6258687.0,25.5,25.5,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,16,1,6285999.0,32.6,32.6,nan,4.87975110823,6,1.0,0.0,0.0,0.0,2,nan,1.0
0.0,17,1,6300000.0,35.0,18,8,5.97025263852,12,0.0,0.0,1.0,0.0,1,4,0.0
0.0,18,1,6325576.0,29.5,29.5,nan,4.90788360618,5,1.0,1.0,0.0,0.0,3,6,0.0
0.0,19,1,6325576.0,30.0,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,3,4,0.0
0.0,20,1,6350000.0,34.0,21,8,4.91804756451,12,1.0,1.0,1.0,1.0,2,5,0.0
0.0,21,1,6355668.0,22.3,22.3,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,22,1,6437035.0,33.5,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,3,4,0.0
0.0,23,1,6449418.0,28.5,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,4,4,0.0
0.0,24,1,6500000.0,36.8,20.5,6,7.43091405188,11,1.0,1.0,1.0,0.0,2,5,0.0
0.0,25,1,6500000.0,30.7,18.6,5.6,5.11714698474,10,1.0,1.0,1.0,1.0,5,5,0.0
0.0,26,1,6597337.0,27.9,27.9,nan,4.87975110823,6,1.0,0.0,0.0,0.0,2,nan,1.0
0.0,27,2,6600000.0,33.1,18,6,5.34629020938,5,1.0,1.0,0.0,1.0,5,9,0.0
0.0,28,4,139672000.0,205.4,93,29,3.40017916524,8,1.0,1.0,0.0,1.0,2,7,0.0
0.0,29,2,14850000.0,52.0,34,9,4.26717183438,6,1.0,1.0,0.0,0.0,2,14,0.0
0.0,30,3,88504360.0,138.0,86.9,16,3.236335903,5,1.0,1.0,0.0,1.0,6,13,0.0
0.0,31,1,6600000.0,33.1,20.2,5.6,5.34629020938,5,1.0,1.0,0.0,1.0,5,9,0.0
0.0,32,1,6600000.0,34.0,18,10,7.71140828278,10,1.0,0.0,1.0,1.0,2,12,0.0
0.0,33,2,6690600.0,41.2,27.8,nan,5.38117024967,nan,nan,1.0,0.0,0.0,5,19,1.0
0.0,34,1,6800000.0,31.0,19,7,5.88550661242,15,1.0,1.0,0.0,1.0,4,5,0.0
0.0,35,1,6850000.0,32.0,17,8,5.07217932492,9,1.0,0.0,0.0,1.0,9,12,0.0
0.0,36,1,6889007.0,26.1,26.1,nan,4.87975110823,6,1.0,0.0,0.0,0.0,1,nan,1.0
0.0,37,2,6980600.0,41.3,27.8,nan,5.38117024967,nan,nan,1.0,0.0,0.0,4,19,1.0
0.0,38,2,6980600.0,42.0,23.4,nan,5.38117024967,nan,nan,1.0,0.0,0.0,5,19,1.0
0.0,39,1,6998000.0,33.0,17.6,7.5,4.13377530225,6,1.0,0.0,0.0,0.0,5,9,0.0
0.0,40,2,7000000.0,35.0,22,5.5,5.53120357468,10,1.0,1.0,0.0,0.0,2,9,0.0
0.0,41,1,7000000.0,36.0,20,10,4.98690826619,15,1.0,0.0,0.0,1.0,4,12,0.0
0.0,42,1,7000000.0,42.0,25,nan,4.46400615034,7,1.0,1.0,0.0,0.0,20,44,1.0
0.0,43,1,7007958.0,31.7,31.7,nan,4.87975110823,6,1.0,0.0,0.0,0.0,2,nan,1.0
0.0,44,2,7050000.0,34.0,22,6,5.53120357468,16,1.0,0.0,0.0,1.0,5,9,0.0
0.0,45,1,7110888.0,29.0,29,nan,4.87975110823,6,1.0,0.0,0.0,0.0,1,nan,1.0
0.0,46,1,7140000.0,41.8,27.4,10,4.46400615034,nan,nan,1.0,0.0,1.0,29,44,1.0
0.0,47,1,7200000.0,30.0,16,6,4.61615419242,12,1.0,0.0,0.0,1.0,8,16,0.0
0.0,48,1,7200000.0,31.0,18,6,5.28816842942,4,1.0,1.0,0.0,0.0,2,9,0.0
0.0,49,1,7200000.0,32.0,19,6,5.52685995204,15,1.0,1.0,0.0,1.0,3,9,0.0
0.0,50,1,7220153.0,33.6,33.6,nan,4.90788360618,5,1.0,1.0,0.0,0.0,3,6,0.0
0.0,51,1,7220153.0,33.6,33.6,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,52,1,7250000.0,41.8,nan,nan,4.46400615034,11,1.0,1.0,0.0,0.0,27,44,1.0
0.0,53,1,7400000.0,32.0,19.5,6,4.00678499959,5,1.0,0.0,0.0,1.0,4,5,0.0
0.0,54,2,7500000.0,45.0,30,6,6.19523429819,15,1.0,0.0,1.0,1.0,5,5,0.0
0.0,55,1,7500000.0,35.2,17,8.5,6.04311657874,10,1.0,0.0,0.0,1.0,9,12,0.0
0.0,56,3,71375000.0,120.6,84.9,10,3.36383799462,5,1.0,1.0,0.0,1.0,10,10,0.0
0.0,57,1,16700000.0,40.0,16,15,1.55499899797,4,1.0,1.0,0.0,0.0,5,5,0.0
0.0,58,3,85612410.0,122.0,95,25,2.0545228679,9,1.0,1.0,0.0,0.0,6,6,0.0
0.0,59,2,7650000.0,43.0,36,6,5.80863193225,10,1.0,0.0,1.0,1.0,2,5,0.0
0.0,60,2,7650000.0,43.0,36,6,5.80863193225,15,1.0,0.0,1.0,1.0,2,5,0.0
0.0,61,1,7693500.0,34.0,nan,nan,2.84302385803,5,1.0,0.0,0.0,1.0,8,16,0.0
0.0,62,1,7764334.0,32.2,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,4,4,0.0
0.0,63,1,7800000.0,32.0,21,6,4.28564057019,4,1.0,0.0,0.0,1.0,3,5,0.0
0.0,64,1,7800000.0,31.0,20,6,5.49774973813,13,1.0,1.0,1.0,1.0,7,9,0.0
0.0,65,1,7838741.0,34.9,34.9,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,66,1,7850000.0,24.0,15,4,2.23460242374,4,1.0,1.0,0.0,0.0,3,5,0.0
0.0,67,1,7863878.0,29.0,29,nan,4.9250390096,5,1.0,1.0,0.0,0.0,2,6,0.0
0.0,68,1,7866000.0,34.0,19,9,2.84302385803,5,1.0,0.0,0.0,1.0,3,16,0.0
0.0,69,1,8000000.0,37.0,20,9,5.57707883471,8,0.0,1.0,1.0,1.0,2,14,0.0
0.0,70,2,8000000.0,43.4,29.2,5.6,5.49665550218,7,1.0,1.0,0.0,1.0,5,5,0.0
0.0,71,1,8000000.0,35.0,20,10,5.39460451028,5,1.0,0.0,1.0,1.0,8,12,0.0
0.0,72,1,8002800.0,34.0,19,9,2.84302385803,5,1.0,0.0,0.0,1.0,8,16,0.0
0.0,73,2,8010090.0,39.0,25,10,3.84804467832,5,1.0,1.0,0.0,0.0,2,5,1.0
0.0,74,1,8050000.0,35.0,15,9,5.3213877457,7,1.0,0.0,1.0,0.0,2,17,0.0
0.0,75,1,8076150.0,41.1,nan,nan,4.46400615034,5,1.0,1.0,0.0,0.0,3,39,1.0
0.0,76,2,8081363.0,55.2,55.2,nan,4.90788360618,5,1.0,1.0,0.0,0.0,2,6,0.0
0.0,77,1,8081363.0,55.2,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,2,5,0.0
0.0,78,2,8081363.0,55.2,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,2,5,0.0
0.0,79,1,8081363.0,55.2,55.2,nan,4.87975110823,6,1.0,0.0,0.0,0.0,2,nan,1.0
0.0,80,1,8100000.0,31.0,19,6,4.26220885138,10,1.0,1.0,0.0,1.0,3,5,0.0
0.0,81,1,8112552.0,39.8,39.8,nan,4.90788360618,5,1.0,1.0,0.0,0.0,2,6,0.0
0.0,82,1,8112552.0,39.8,39.8,nan,4.87975110823,6,1.0,0.0,0.0,0.0,2,nan,1.0
0.0,83,3,8150000.0,56.0,40,6,2.95269076309,4,1.0,0.0,1.0,1.0,4,5,0.0
0.0,84,2,38000000.0,68.0,32,15,4.56541282942,6,1.0,1.0,1.0,0.0,9,11,0.0
0.0,85,3,60000000.0,123.0,98,25,2.44900073376,10,1.0,0.0,0.0,0.0,3,10,0.0
0.0,86,4,153839543.0,157.0,89,16,2.49081570673,6,1.0,0.0,0.0,1.0,4,7,0.0
0.0,87,3,8150000.0,56.0,40,6,2.95269076309,5,1.0,0.0,0.0,0.0,4,5,0.0
0.0,88,1,8157500.0,43.0,nan,nan,4.46400615034,7,1.0,0.0,0.0,0.0,3,44,0.0
0.0,89,2,8200000.0,44.6,32.3,5.6,5.18204118729,7,1.0,0.0,1.0,1.0,7,9,0.0
0.0,90,1,8200000.0,40.0,20,8.5,5.99338836436,15,1.0,1.0,1.0,1.0,2,5,0.0
0.0,91,1,8200000.0,36.0,18,9,4.60053392555,11,1.0,0.0,0.0,1.0,12,12,0.0
0.0,92,1,8230204.0,30.6,30.6,nan,4.87975110823,6,1.0,0.0,0.0,0.0,5,nan,1.0
0.0,93,1,8232146.0,28.6,28.6,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,94,1,8299000.0,35.0,19,10,5.62092837162,5,1.0,0.0,1.0,0.0,7,12,0.0
0.0,95,1,8300000.0,35.0,17,10,5.62092837162,5,0.0,0.0,1.0,0.0,7,12,0.0
0.0,96,1,8335196.0,34.4,34.4,nan,4.87975110823,6,1.0,0.0,0.0,0.0,1,nan,1.0
0.0,97,1,8400000.0,31.0,19,6,3.76832364693,7,1.0,1.0,1.0,0.0,5,5,0.0
0.0,98,1,8400000.0,32.0,19,5.1,4.40850062987,6,1.0,1.0,1.0,1.0,9,9,0.0
0.0,99,1,8400000.0,39.0,19,8,6.73081817115,14,1.0,1.0,1.0,1.0,7,16,0.0
0.0,100,1,8410919.0,28.7,28.7,nan,4.87975110823,6,1.0,0.0,0.0,0.0,5,nan,1.0
0.0,101,1,8429850.0,42.9,nan,nan,4.46400615034,5,1.0,1.0,0.0,0.0,3,39,1.0
0.0,102,1,8499650.0,43.7,nan,nan,4.46400615034,5,1.0,1.0,0.0,0.0,2,39,1.0
0.0,103,2,8500000.0,43.5,28.7,6,4.66384474595,8,1.0,0.0,1.0,1.0,3,5,0.0
0.0,104,1,8500000.0,37.0,18.5,11.5,4.52945276507,5,1.0,0.0,1.0,0.0,6,17,0.0
0.0,105,2,8500000.0,42.0,26.6,5,3.91496288106,7,1.0,1.0,0.0,0.0,1,9,0.0
0.0,106,1,8500000.0,35.0,18,9,3.82200973608,10,1.0,0.0,1.0,1.0,6,16,0.0
0.0,107,2,8600000.0,52.0,37,12,7.07682805478,18,1.0,0.0,0.0,1.0,1,13,0.0
0.0,108,1,8611226.0,36.8,36.8,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,109,1,8628726.0,50.0,50,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,110,1,8650000.0,38.8,23.1,9,4.87738190611,2,1.0,1.0,0.0,0.0,13,14,0.0
0.0,111,1,8672814.0,38.4,38.4,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,112,2,13650000.0,57.0,33,10,4.80258335666,2,1.0,0.0,0.0,1.0,12,17,0.0
0.0,113,5,96011750.0,212.5,nan,nan,3.10520908635,5,1.0,1.0,0.0,0.0,4,4,0.0
0.0,114,3,278156560.0,206.0,105,17.6,3.15973229411,7,1.0,0.0,0.0,0.0,7,14,0.0
0.0,115,1,8690500.0,45.5,20,16,4.46400615034,7,1.0,1.0,0.0,1.0,2,44,1.0
0.0,116,1,8700000.0,39.0,19,8,5.72482323359,10,1.0,0.0,0.0,1.0,12,17,0.0
0.0,117,2,8700000.0,44.0,29,6,4.05223794504,6,0.0,1.0,1.0,1.0,4,9,0.0
0.0,118,1,8800000.0,30.0,18,5,3.42615438726,13,1.0,1.0,1.0,1.0,5,5,0.0
0.0,119,1,8839861.0,52.7,52.7,nan,4.87975110823,6,1.0,0.0,0.0,0.0,2,nan,1.0
0.0,120,1,8896178.0,39.4,39.4,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,121,1,8900000.0,40.0,20,10,4.81715480067,3,0.0,0.0,1.0,1.0,12,22,0.0
0.0,122,2,8900000.0,47.5,31,7,5.27387644522,9,1.0,0.0,0.0,1.0,1,12,0.0
0.0,123,1,8900000.0,40.0,20,10.5,4.81715480067,3,0.0,0.0,1.0,1.0,12,22,0.0
0.0,124,1,8903736.0,43.7,nan,nan,4.87975110823,9,1.0,1.0,0.0,0.0,3,6,1.0
0.0,125,1,8903736.0,43.7,43.7,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,126,1,8943624.0,49.9,49.9,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,127,1,8949981.0,38.9,38.9,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,128,1,8996400.0,44.1,nan,nan,4.46400615034,5,1.0,1.0,0.0,0.0,6,39,1.0
0.0,129,1,9000000.0,40.0,20,10,5.02630817277,7,1.0,0.0,1.0,0.0,1,12,0.0
0.0,130,1,9000000.0,31.6,21.3,5.1,4.34474355441,3,1.0,0.0,0.0,1.0,5,9,0.0
0.0,131,1,9000000.0,36.7,16,10.1,3.98654622547,9,1.0,1.0,1.0,0.0,1,16,0.0
0.0,132,2,9000000.0,48.0,31,7.2,3.97047565029,7,1.0,0.0,1.0,1.0,7,12,0.0
0.0,133,1,9000000.0,36.7,16,10.1,3.98654622547,5,1.0,1.0,1.0,0.0,1,16,0.0
0.0,134,1,9000000.0,35.0,17,10,5.09102179655,4,1.0,1.0,1.0,1.0,16,21,0.0
0.0,135,2,9000000.0,54.0,34,9,3.47063448955,3,1.0,0.0,0.0,0.0,4,6,0.0
0.0,136,2,9000000.0,52.0,40,7,3.87037610391,8,1.0,0.0,1.0,0.0,1,8,0.0
0.0,137,1,9000000.0,31.0,18,5,3.33051038897,11,1.0,0.0,0.0,1.0,3,9,0.0
0.0,138,1,9000000.0,33.0,17,7,3.12611372756,4,1.0,0.0,1.0,0.0,4,12,0.0
0.0,139,1,9000000.0,38.0,19,8,5.10555240596,10,1.0,0.0,0.0,1.0,13,17,0.0
0.0,140,3,110000000.0,147.0,61.9,20,3.08325654106,2,1.0,1.0,0.0,1.0,3,7,0.0
0.0,141,2,32976632.0,75.5,1,nan,3.72764649984,9,1.0,1.0,0.0,1.0,6,11,0.0
0.0,142,4,126434800.0,156.0,156,nan,1.43539248517,10,1.0,0.0,0.0,0.0,8,15,0.0
0.0,143,1,9069305.0,53.6,53.6,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,144,1,9100000.0,38.0,19.1,10,3.55881832619,9,1.0,0.0,1.0,1.0,12,16,0.0
0.0,145,2,9117548.0,53.3,53.3,nan,4.90788360618,5,1.0,1.0,0.0,0.0,3,6,0.0
0.0,146,1,9149999.0,43.0,21.4,11.3,5.6822920523,10,1.0,1.0,0.0,1.0,23,25,0.0
0.0,147,1,9199000.0,34.2,19,9.7,2.35594288991,5,1.0,0.0,1.0,1.0,16,16,0.0
0.0,148,2,9200000.0,44.0,29,6,2.74629520713,6,1.0,1.0,1.0,0.0,1,5,0.0
0.0,149,1,9200000.0,38.0,19,8,5.37563441134,11,1.0,0.0,1.0,1.0,9,17,0.0
0.0,150,2,9300000.0,42.0,27,5,7.40937289088,7,1.0,1.0,1.0,1.0,8,9,0.0
0.0,151,1,9300000.0,31.0,18,6,3.51496669727,10,1.0,1.0,1.0,0.0,9,9,0.0
0.0,152,1,9342300.0,44.7,nan,nan,4.46400615034,5,1.0,1.0,0.0,0.0,8,39,1.0
0.0,153,1,9356608.0,42.6,42.6,nan,4.9250390096,5,1.0,1.0,0.0,0.0,2,6,0.0
0.0,154,2,9390000.0,37.0,22,8,5.30952964831,2,1.0,0.0,1.0,0.0,1,9,0.0
0.0,155,1,9395149.0,41.2,41.2,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,156,1,9432900.0,44.6,nan,nan,4.46400615034,5,1.0,1.0,0.0,0.0,7,39,1.0
0.0,157,1,9450000.0,37.0,19,9,2.35594288991,9,1.0,0.0,0.0,1.0,12,16,0.0
0.0,158,2,9500000.0,43.0,29,6,3.63996136968,9,1.0,1.0,1.0,1.0,3,5,0.0
0.0,159,1,9500000.0,35.2,20,9.6,3.88164163671,9,1.0,0.0,1.0,1.0,5,12,0.0
0.0,160,1,9500000.0,30.0,18,6,2.58051100374,4,1.0,1.0,0.0,0.0,1,5,0.0
0.0,161,2,9500000.0,45.0,29,6.8,4.14664030367,15,1.0,1.0,1.0,1.0,4,5,0.0
0.0,162,1,9500000.0,40.0,21,9,3.75148973514,7,0.0,1.0,0.0,0.0,5,13,0.0
0.0,163,2,9500000.0,39.5,22.2,7.5,5.02630817277,5,1.0,0.0,1.0,1.0,11,12,0.0
0.0,164,1,9500000.0,38.5,20,10,4.68910706703,5,1.0,0.0,0.0,0.0,6,18,0.0
0.0,165,2,9500000.0,39.0,27,nan,3.47063448955,5,1.0,1.0,1.0,0.0,2,6,0.0
0.0,166,2,9700000.0,50.0,30,7,7.02594980795,11,1.0,1.0,0.0,1.0,1,14,0.0
0.0,167,2,9700000.0,38.0,32,6,4.16964417837,11,1.0,0.0,1.0,1.0,3,17,0.0
0.0,168,3,23000000.0,76.0,54,8.5,3.05116213143,14,1.0,1.0,1.0,1.0,9,9,0.0
0.0,169,4,38800000.0,95.0,76,nan,1.07644771789,4,1.0,1.0,0.0,0.0,2,3,0.0
0.0,170,2,146285064.0,178.0,49,64,2.54278043593,10,1.0,1.0,0.0,1.0,6,7,0.0
0.0,171,2,9700000.0,47.4,29,7.4,3.57294322342,7,1.0,0.0,1.0,1.0,2,12,0.0
0.0,172,2,9768439.0,46.2,46.2,nan,4.9250390096,5,1.0,1.0,0.0,0.0,5,6,0.0
0.0,173,1,9769141.0,44.5,nan,nan,4.87975110823,9,1.0,1.0,0.0,0.0,2,6,1.0
0.0,174,1,9792900.0,41.0,30,nan,3.64845671747,9,1.0,1.0,0.0,1.0,5,18,1.0
0.0,175,3,9800000.0,58.0,42,5.5,7.5445693529,8,1.0,1.0,1.0,1.0,6,9,0.0
0.0,176,1,9800000.0,60.0,45,10,4.87975110823,5,1.0,1.0,0.0,1.0,3,5,0.0
0.0,177,1,9822900.0,41.1,20.2,nan,3.64845671747,9,1.0,1.0,0.0,1.0,4,13,1.0
0.0,178,2,9850000.0,55.0,32,8,4.26672312174,3,0.0,0.0,0.0,1.0,6,7,0.0
0.0,179,1,9865843.0,45.9,45.9,nan,4.87975110823,6,1.0,0.0,0.0,0.0,1,nan,1.0
0.0,180,3,9886025.0,59.1,59.1,nan,4.90788360618,5,1.0,1.0,0.0,0.0,3,6,0.0
0.0,181,1,9900000.0,30.0,15,8,3.12153681251,7,1.0,0.0,0.0,0.0,7,8,0.0
0.0,182,2,9900000.0,42.6,28.6,5.5,4.26220885138,10,1.0,1.0,1.0,1.0,4,5,0.0
0.0,183,2,9900000.0,49.0,32,8,3.97047565029,12,1.0,0.0,0.0,1.0,7,12,0.0
0.0,184,1,9900000.0,38.0,19.5,9.1,3.1083555317,3,1.0,1.0,0.0,1.0,10,14,0.0
0.0,185,2,9930382.0,46.2,46.2,nan,4.9250390096,5,1.0,1.0,0.0,0.0,1,6,0.0
0.0,186,2,9950000.0,40.0,27,5,3.43408261877,10,1.0,1.0,0.0,0.0,1,8,0.0
0.0,187,1,9990000.0,35.0,20,10,3.05512832447,12,1.0,0.0,0.0,1.0,5,8,0.0
0.0,188,2,10000000.0,33.0,24,4,2.32099806402,4,1.0,1.0,0.0,0.0,3,5,0.0
0.0,189,2,10000000.0,46.0,30,7.8,4.10476613387,8,1.0,1.0,1.0,1.0,3,8,0.0
0.0,190,1,9999999.0,35.1,20,10,7.35290614231,10,1.0,0.0,1.0,1.0,9,12,0.0
0.0,191,1,10000000.0,33.9,18,9,4.30908830909,11,1.0,1.0,0.0,1.0,9,9,0.0
0.0,192,2,10000000.0,40.0,28,6,6.22483142059,12,1.0,0.0,1.0,1.0,3,12,0.0
0.0,193,2,10000000.0,45.0,27,7,4.60053392555,10,1.0,0.0,1.0,1.0,10,12,0.0
0.0,194,2,10000000.0,41.0,25.1,6.1,3.48583292863,11,1.0,1.0,0.0,0.0,1,8,0.0
0.0,195,1,10000000.0,34.8,19.9,9.7,5.47995813753,3,1.0,0.0,1.0,0.0,2,12,0.0
0.0,196,4,119900000.0,227.5,146.5,19,3.38310976895,12,1.0,1.0,1.0,1.0,3,3,0.0
0.0,197,3,85612410.0,122.0,95,25,2.0545228679,9,1.0,1.0,0.0,0.0,6,6,0.0
0.0,198,2,175500000.0,135.0,60,nan,1.8971579469,7,1.0,1.0,0.0,0.0,6,7,1.0
0.0,199,2,10000000.0,41.5,28.2,5.1,4.20927016513,3,1.0,1.0,1.0,1.0,9,9,0.0
0.0,200,3,10004800.0,69.9,53.2,nan,5.38117024967,nan,nan,1.0,0.0,0.0,16,19,1.0
0.0,201,1,10100000.0,32.0,19,6,2.93629489002,6,1.0,1.0,0.0,1.0,2,5,0.0
0.0,202,2,10100000.0,52.0,31,10,4.90733188656,nan,nan,0.0,0.0,0.0,7,12,0.0
0.0,203,2,10200000.0,40.0,24.5,6.1,3.67672090488,8,1.0,1.0,1.0,1.0,8,9,0.0
0.0,204,2,10200000.0,44.6,32,7,2.8079334399,10,1.0,1.0,1.0,1.0,1,9,0.0
0.0,205,2,10200000.0,44.6,32,7,2.8079334399,11,1.0,1.0,1.0,1.0,1,9,0.0
0.0,206,2,10200000.0,44.6,32,7,2.8079334399,15,1.0,1.0,1.0,1.0,1,9,0.0
0.0,207,1,10200000.0,48.4,48.4,nan,4.46400615034,7,1.0,0.0,0.0,0.0,20,44,0.0
0.0,208,1,10290000.0,30.1,15.1,8,3.89209330612,5,1.0,1.0,1.0,0.0,2,14,0.0
0.0,209,2,10300000.0,39.0,24,6,5.64068319339,6,1.0,0.0,0.0,1.0,14,14,0.0
0.0,210,2,10300000.0,39.0,26,7,3.831807636,9,0.0,0.0,1.0,1.0,4,12,0.0
0.0,211,1,10301984.0,44.3,44.3,nan,4.87975110823,6,1.0,0.0,0.0,0.0,5,nan,1.0
0.0,212,1,10327639.0,46.2,46.2,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,213,1,10400000.0,38.3,17.3,9,5.79131297395,7,1.0,0.0,0.0,1.0,3,12,0.0
0.0,214,1,10485169.0,46.0,46,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,215,1,10500000.0,39.0,19,9,4.65523950016,3,1.0,0.0,0.0,1.0,11,17,0.0
0.0,216,1,10500000.0,38.0,21,9,3.71338076339,9,1.0,1.0,1.0,1.0,10,12,0.0
0.0,217,1,10500000.0,37.0,18,10,3.66210831912,5,1.0,1.0,0.0,1.0,6,9,0.0
0.0,218,3,10500000.0,65.0,47,9,6.66590309786,9,1.0,0.0,1.0,0.0,3,5,0.0
0.0,219,2,10500000.0,51.0,31,9.5,6.01447420414,10,1.0,0.0,1.0,0.0,11,12,0.0
0.0,220,2,10500000.0,38.0,23.5,7.5,3.66102086481,8,1.0,0.0,0.0,1.0,6,9,0.0
0.0,221,1,10500000.0,36.0,18,8,3.19082699778,7,1.0,1.0,1.0,1.0,8,14,0.0
0.0,222,2,10500000.0,40.0,28,6,3.74481357331,10,1.0,0.0,1.0,1.0,3,5,0.0
0.0,223,1,10500000.0,30.0,17,7,1.91136328686,5,1.0,0.0,0.0,0.0,5,5,0.0
0.0,224,2,38000000.0,68.0,32,15,4.56541282942,6,1.0,1.0,1.0,0.0,9,11,0.0
0.0,225,2,66378270.0,70.0,nan,nan,4.36727006597,7,1.0,1.0,1.0,0.0,9,11,0.0
0.0,226,4,55000000.0,100.4,80,nan,1.67359077524,9,1.0,1.0,0.0,0.0,2,7,0.0
0.0,227,1,10500000.0,38.1,19,10,6.09360503667,7,1.0,0.0,1.0,1.0,13,17,0.0
0.0,228,2,10598345.0,61.5,61.5,nan,4.90788360618,5,1.0,1.0,0.0,0.0,3,6,0.0
0.0,229,1,10598345.0,61.5,nan,nan,4.9250390096,5,1.0,0.0,0.0,0.0,3,8,0.0
0.0,230,1,10598345.0,61.5,61.5,nan,4.87975110823,6,1.0,0.0,0.0,0.0,3,nan,1.0
0.0,231,2,10600000.0,44.0,29,6,2.74629520713,3,1.0,1.0,0.0,1.0,2,5,0.0
0.0,232,1,10661503.0,60.7,60.7,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,233,1,10795300.0,47.3,47.3,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,234,1,10800000.0,39.8,19,8,4.65523950016,3,1.0,0.0,0.0,1.0,3,17,0.0
0.0,235,2,10800000.0,42.0,26,5,3.83654038109,5,1.0,1.0,0.0,1.0,5,5,0.0
0.0,236,1,10800000.0,36.0,18,6.5,3.51476170806,9,1.0,1.0,1.0,1.0,8,8,0.0
0.0,237,2,10800000.0,55.0,33,7,4.96608259032,2,1.0,0.0,0.0,1.0,6,7,0.0
0.0,238,2,10817568.0,51.3,nan,nan,4.87975110823,5,1.0,0.0,0.0,0.0,1,5,0.0
0.0,239,1,10817568.0,51.3,nan,nan,4.87975110823,5,1.0,0.0,0.0,0.0,1,5,0.0
0.0,240,1,10817568.0,51.3,51.3,nan,4.87975110823,6,1.0,0.0,0.0,0.0,1,nan,1.0
0.0,241,2,10841600.0,48.0,28,11,2.84302385803,5,1.0,0.0,0.0,1.0,4,16,0.0
0.0,242,1,10879674.0,47.7,47.7,nan,4.87975110823,6,1.0,0.0,0.0,0.0,4,nan,1.0
0.0,243,1,10900000.0,39.2,32.1,8,4.91170287467,5,1.0,1.0,0.0,0.0,6,9,1.0
0.0,244,2,10900000.0,45.0,19,22,3.58328302507,5,1.0,0.0,0.0,0.0,2,12,0.0
0.0,245,1,10900000.0,45.0,19,22,3.58328302507,9,1.0,0.0,1.0,0.0,2,12,0.0
